id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,durability,injury_risk,recovery_rate,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes,recalibration_model,top_200_rank,top_200_selection_score,draftRank,popularity,momentum,ringSkill,promoSkill,morale,fatigue
aew_aew_kris_statlander,Kris Statlander,AEW,AEW,AEW,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,83,79.95,83,72,65,81,79,57,12
wwe_raw_lyra_valkyria,Lyra Valkyria,WWE,Raw,Raw,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,84,79.95,84,78,64,81,79,57,12
aew_aew_thunder_rosa,Thunder Rosa,AEW,AEW,AEW,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,84,81,82,80,88,84,85,80,80,87,83,89,85,91,80,86,76,31,62,75,87,20,87,92,88,83,89,81,86,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,85,79.95,85,74,65,81,79,57,12
wwe_raw_ethan_page,Ethan Page,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,83,83,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,946000,52,25,85,81,83,80,89,85,86,81,85,81,82,85,90,83,89,85,78,23,70,76,77,14,86,88,86,85,85,80,82,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,86,79.7,86,78,65,82,78,59,12
aew_aew_hangman_adam_page,"""Hangman"" Adam Page",AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,826000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,77,26,62,75,82,21,83,87,88,83,81,80,83,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,87,79.55,87,68,63,82,78,54,15
wwe_smackdown_carmelo_hayes,Carmelo Hayes,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,77,26,62,75,82,21,83,87,88,83,81,80,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,88,79.55,88,81,63,82,78,54,15
aew_aew_konosuke_takeshita,Konosuke Takeshita,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,The Don Callis Family,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,77,26,62,75,82,21,83,87,88,83,81,80,83,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,89,79.55,89,71,63,82,78,54,15
wwe_raw_austin_theory,Austin Theory,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,942000,52,25,84,80,82,80,78,79,78,86,83,88,77,83,84,86,80,84,75,31,69,71,87,21,78,85,85,80,85,75,88,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,90,78.55,90,77,62,80,77,53,26
aew_aew_kyle_fletcher,Kyle Fletcher,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Midcard,Unknown,RingGeneral,The Don Callis Family,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,35,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,75,34,59,75,82,31,79,87,88,83,77,76,83,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,91,78.55,91,71,63,82,78,53,39
aew_aew_shelton_benjamin,Shelton Benjamin,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,The Hurt Syndicate,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,819000,52,25,84,80,82,80,78,79,78,86,83,88,77,83,84,86,80,84,75,31,69,71,87,21,78,85,85,80,85,75,88,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,92,78.55,92,70,62,80,78,53,25
wwe_raw_joe_hendry,Joe Hendry,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,82,80,81,80,78,75,76,79,81,79,77,79,75,77,81,77,73,20,70,77,79,15,83,85,76,78,78,75,87,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,93,77.7,93,76,63,78,76,58,7
wwe_smackdown_ricky_saints,Ricky Saints,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,82,80,81,80,78,75,76,79,81,79,77,79,75,77,81,77,73,20,70,77,79,15,83,85,76,78,78,75,87,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,94,77.7,94,81,64,78,75,58,7
aew_aew_adam_cole,Adam Cole,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Midcard,Unknown,RingGeneral,The Paragon,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,819000,52,35,84,80,82,80,78,79,78,86,83,88,77,83,84,86,80,84,73,39,66,71,87,31,74,85,85,80,81,71,88,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,95,77.55,95,69,62,80,77,53,52
wwe_smackdown_michin,Michin,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,942000,52,25,79,80,79,84,74,84,79,84,80,77,77,88,90,91,77,87,75,28,61,76,82,26,79,87,90,81,83,75,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,96,77.5,96,80,63,80,80,56,21
wwe_smackdown_r_truth,R-Truth,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,Wepa Up,WWE Tag Team Champion,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,79,77,78,77,77,79,75,79,82,83,77,79,83,75,82,79,77,26,68,71,76,19,84,84,79,79,79,75,79,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,97,77.4,97,75,67,79,76,53,11
wwe_smackdown_the_miz,The Miz,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,Showman,,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,82,80,81,81,88,78,83,80,81,79,74,90,96,89,83,88,77,20,71,77,80,13,78,77,92,83,85,72,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,98,77.1,98,83,64,76,83,57,7
wwe_smackdown_jordynne_grace,Jordynne Grace,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Face,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,79,79,79,75,75,78,80,76,84,79,81,83,84,81,75,82,71,28,68,77,79,26,83,89,82,79,77,79,80,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,99,77.05,99,79,63,79,77,61,22
wwe_smackdown_lash_legend,Lash Legend,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Irresistible Forces,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,79,79,79,75,75,78,80,76,84,79,81,83,84,81,75,82,71,28,68,77,79,26,83,89,82,79,77,79,80,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,100,77.05,100,78,63,79,77,61,22
aew_aew_dr_britt_baker_d_m_d,"Dr. Britt Baker, D.M.D.",AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Midcard,Unknown,RingGeneral,,,85,85,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,829000,52,35,85,84,84,84,83,86,90,79,86,91,79,82,87,81,85,84,84,19,73,71,89,26,82,85,84,82,80,73,88,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,101,76.15,101,74,64,83,77,53,36
aew_aew_timeless_toni_storm,"""Timeless"" Toni Storm",AEW,AEW,AEW,Womens,Womens,Yes,Inactive,Midcard,Unknown,Showman,Timeless Love Bombs,,50,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,35,86,84,85,91,83,86,80,85,87,88,82,93,99,93,84,92,79,28,68,71,88,36,82,80,97,87,77,76,90,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,102,76.1,102,77,63,77,84,52,38
wwe_raw_montez_ford,Montez Ford,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,79,77,78,77,77,79,75,79,82,83,77,79,83,75,82,79,77,26,68,71,76,19,84,84,79,79,79,75,79,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,103,75.9,103,75,61,79,76,53,11
wwe_smackdown_jacy_jayne,Jacy Jayne,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Fatal Influence,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,77,77,77,80,80,76,78,75,82,81,75,79,76,81,75,79,73,21,63,74,75,15,82,82,78,76,77,73,76,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,104,75.4,104,76,62,78,75,57,14
wwe_nxt_kelani_jordan,Kelani Jordan,WWE,NXT,NXT,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,78,77,77,74,79,77,80,77,80,78,78,78,78,76,76,77,74,29,63,73,76,20,80,86,77,77,78,76,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,105,75.25,105,89,62,79,75,53,19
wwe_raw_dragon_lee,Dragon Lee,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,HighFlyer,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,80,76,78,83,74,83,81,74,83,82,73,79,79,77,79,78,70,24,70,71,82,16,75,71,78,76,82,71,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,106,75.2,106,76,61,78,74,54,12
wwe_raw_jd_mcdonagh,JD McDonagh,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,77,77,77,78,73,76,74,73,76,77,79,83,81,85,73,81,72,31,66,78,76,24,76,83,83,78,77,77,85,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,107,75.15,107,73,62,77,76,57,28
wwe_nxt_tony_d_angelo,Tony D'Angelo,WWE,NXT,NXT,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,77,77,77,78,73,76,74,73,76,77,79,83,81,85,73,81,72,31,66,78,76,24,76,83,83,78,77,77,85,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,108,75.15,108,88,62,76,76,57,28
wwe_raw_angelo_dawkins,Angelo Dawkins,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,76,78,77,73,71,79,78,82,73,83,77,75,72,78,77,76,74,21,68,72,75,23,81,78,75,76,77,75,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,109,74.65,109,72,60,78,74,53,12
wwe_raw_je_von_evans,Je'Von Evans,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,76,78,77,73,71,79,78,82,73,83,77,75,72,78,77,76,74,21,68,72,75,23,81,78,75,76,77,75,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,110,74.65,110,72,60,78,74,53,12
wwe_smackdown_blake_monroe,Blake Monroe,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,74,26,65,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,111,74.55,111,74,63,77,77,59,23
wwe_smackdown_fallon_henley,Fallon Henley,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Fatal Influence,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,74,26,65,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,112,74.55,112,72,62,77,77,59,23
wwe_nxt_lola_vice,Lola Vice,WWE,NXT,NXT,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,74,26,65,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,113,74.55,113,94,62,77,76,59,23
wwe_raw_maxxine_dupri,Maxxine Dupri,WWE,Raw,Raw,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,Alpha Academy,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,74,26,65,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,114,74.55,114,74,62,77,76,59,23
wwe_nxt_hank_walker,Hank Walker,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,69,30,64,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,115,73.7,115,87,61,74,72,57,22
wwe_nxt_tank_ledger,Tank Ledger,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,69,30,64,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,116,73.7,116,86,61,74,72,57,22
wwe_raw_ivar,Ivar,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Tweener,RingGeneral,The War Raiders,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,143000,52,25,76,79,77,76,72,73,77,74,79,75,75,80,84,76,74,79,69,30,66,78,76,12,82,83,80,76,83,69,76,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,117,73.2,117,67,60,72,72,58,27
wwe_nxt_jaida_parker,Jaida Parker,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,75,77,75,76,77,73,73,77,83,76,75,74,77,80,76,71,18,65,77,71,22,75,86,75,77,76,70,78,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,118,73.15,118,85,61,75,72,57,14
wwe_raw_sol_ruca,Sol Ruca,WWE,Raw,Raw,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,75,77,75,76,77,73,73,77,83,76,75,74,77,80,76,71,18,65,77,71,22,75,86,75,77,76,70,78,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,119,73.15,119,71,61,75,71,57,14
wwe_raw_erik,Erik,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Tweener,RingGeneral,The War Raiders,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,143000,52,25,78,77,77,77,76,79,83,72,79,84,72,75,80,74,78,77,77,19,73,67,82,16,79,78,77,75,77,66,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,120,72.5,120,68,55,72,65,51,11
wwe_nxt_noam_dar,Noam Dar,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,73,23,64,66,79,12,74,83,73,75,73,66,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,121,71.9,121,84,58,75,71,53,7
wwe_raw_ivy_nile,Ivy Nile,WWE,Raw,Raw,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,American Made,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,68,30,66,75,75,23,75,84,77,74,74,65,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,122,71.55,122,70,61,76,73,56,16
wwe_nxt_izzi_dame,Izzi Dame,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,68,30,66,75,75,23,75,84,77,74,74,65,77,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.,initial_stats_recalibration_v1,123,71.55,123,84,61,76,73,56,16
aew_aew_hologram,Hologram,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,HighFlyer,the Conglomeration,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,76,77,74,81,80,81,77,71,81,72,79,82,76,81,78,70,34,65,73,82,23,69,74,79,77,68,62,78,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,124,71.4,124,67,61,76,73,57,35
aew_aew_luchasaurus,Luchasaurus,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,HighFlyer,Jurassic Express,,50,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,76,77,74,81,80,81,77,71,81,72,79,82,76,81,78,70,34,65,73,82,23,69,74,79,77,68,62,78,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available.",initial_stats_recalibration_v1,125,71.4,125,66,61,76,73,57,34
