top_200_rank,top_200_selection_score,id,performer_name,promotion,brand,source_brand,gender_division,division,game_eligible,availability,role_tier,alignment,archetype,faction_or_team,championships,source_overall,game_overall,rating_basis,rating_confidence,estimated_salary_usd,contract_weeks_remaining,renewal_risk,popularity_overall,star_power,draw_power,merch_appeal,social_buzz,workrate,psychology,stamina,consistency,safety,big_match_ability,charisma,mic_skill,character_work,crowd_connection,segment_versatility,fatigue,durability,injury_risk,recovery_rate,morale,confidence,locker_room_influence,frustration,singles_fit,tag_fit,promo_fit,rivalry_fit,opener_fit,main_event_fit,special_stipulation_fit,primary_roster_source_url,secondary_roster_source_url,ratings_source_url,notes
90,81.1,wwe_smackdown_carmelo_hayes,Carmelo Hayes,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,949000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,17,77,26,62,64,75,82,21,83,87,88,83,81,80,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
91,81.1,aew_aew_hangman_adam_page,""Hangman" Adam Page",AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,,,84,84,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,826000,52,25,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,17,77,26,62,64,75,82,21,83,87,88,83,81,80,83,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
92,80.35,aew_aew_kyle_fletcher,Kyle Fletcher,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Midcard,Unknown,RingGeneral,The Don Callis Family,,,84,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,826000,52,35,81,82,81,79,76,86,82,88,86,85,82,88,86,90,79,86,47,75,34,59,64,75,82,31,79,87,88,83,77,76,83,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
93,80.1,aew_aew_shelton_benjamin,Shelton Benjamin,AEW,AEW,AEW,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,The Hurt Syndicate,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,819000,52,25,84,80,82,80,78,79,78,86,83,88,77,83,84,86,80,84,25,75,31,69,60,71,87,21,78,85,85,80,85,75,88,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
94,80.1,wwe_raw_austin_theory,Austin Theory,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,942000,52,25,84,80,82,80,78,79,78,86,83,88,77,83,84,86,80,84,25,75,31,69,60,71,87,21,78,85,85,80,85,75,88,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
95,79.35,aew_aew_adam_cole,Adam Cole,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Midcard,Unknown,RingGeneral,The Paragon,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,Medium,819000,52,35,84,80,82,80,78,79,78,86,83,88,77,83,84,86,80,84,55,73,39,66,60,71,87,31,74,85,85,80,81,71,88,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
96,79.25,wwe_smackdown_ricky_saints,Ricky Saints,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,82,80,81,80,78,75,76,79,81,79,77,79,75,77,81,77,10,73,20,70,73,77,79,15,83,85,76,78,78,75,87,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
97,79.25,wwe_raw_joe_hendry,Joe Hendry,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,82,80,81,80,78,75,76,79,81,79,77,79,75,77,81,77,10,73,20,70,73,77,79,15,83,85,76,78,78,75,87,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
98,79.05,wwe_smackdown_michin,Michin,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,82,82,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,942000,52,25,79,80,79,84,74,84,79,84,80,77,77,88,90,91,77,87,18,75,28,61,72,76,82,26,79,87,90,81,83,75,83,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
99,78.65,wwe_smackdown_the_miz,The Miz,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Heel,Showman,,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,82,80,81,81,88,78,83,80,81,79,74,90,96,89,83,88,16,77,20,71,69,77,80,13,78,77,92,83,85,72,77,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
100,78.6,wwe_smackdown_lash_legend,Lash Legend,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Irresistible Forces,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,79,79,79,75,75,78,80,76,84,79,81,83,84,81,75,82,20,71,28,68,79,77,79,26,83,89,82,79,77,79,80,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
101,78.6,wwe_smackdown_jordynne_grace,Jordynne Grace,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Face,RingGeneral,,,81,81,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,938000,52,25,79,79,79,75,75,78,80,76,84,79,81,83,84,81,75,82,20,71,28,68,79,77,79,26,83,89,82,79,77,79,80,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
102,78.2,wwe_smackdown_r_truth,R-Truth,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,Wepa Up,WWE Tag Team Champion,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,79,77,78,77,77,79,75,79,82,83,77,79,83,75,82,79,13,77,26,68,60,71,76,19,84,84,79,79,79,75,79,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
103,77.45,wwe_raw_montez_ford,Montez Ford,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,The Street Profits,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,79,77,78,77,77,79,75,79,82,83,77,79,83,75,82,79,13,77,26,68,60,71,76,19,84,84,79,79,79,75,79,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
104,76.95,wwe_smackdown_jacy_jayne,Jacy Jayne,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Fatal Influence,,80,80,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,934000,52,25,77,77,77,80,80,76,78,75,82,81,75,79,76,81,75,79,16,73,21,63,73,74,75,15,82,82,78,76,77,73,76,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
105,76.8,wwe_nxt_kelani_jordan,Kelani Jordan,WWE,NXT,NXT,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,78,77,77,74,79,77,80,77,80,78,78,78,78,76,76,77,15,74,29,63,68,73,76,20,80,86,77,77,78,76,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
106,76.75,wwe_raw_dragon_lee,Dragon Lee,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,HighFlyer,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,80,76,78,83,74,83,81,74,83,82,73,79,79,77,79,78,13,70,24,70,65,71,82,16,75,71,78,76,82,71,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
107,76.7,wwe_nxt_tony_d_angelo,Tony D'Angelo,WWE,NXT,NXT,Mens,Mens,Yes,Active,Midcard,Unknown,RingGeneral,,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,77,77,77,78,73,76,74,73,76,77,79,83,81,85,73,81,25,72,31,66,75,78,76,24,76,83,83,78,77,77,85,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
108,76.7,wwe_raw_jd_mcdonagh,JD McDonagh,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Heel,RingGeneral,The Judgment Day,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,931000,52,25,77,77,77,78,73,76,74,73,76,77,79,83,81,85,73,81,25,72,31,66,75,78,76,24,76,83,83,78,77,77,85,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
109,76.2,wwe_raw_je_von_evans,Je'Von Evans,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,76,78,77,73,71,79,78,82,73,83,77,75,72,78,77,76,18,74,21,68,65,72,75,23,81,78,75,76,77,75,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
110,76.2,wwe_raw_angelo_dawkins,Angelo Dawkins,WWE,Raw,Raw,Mens,Mens,Yes,Active,Midcard,Face,RingGeneral,The Street Profits,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,76,78,77,73,71,79,78,82,73,83,77,75,72,78,77,76,18,74,21,68,65,72,75,23,81,78,75,76,77,75,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
111,76.1,wwe_raw_maxxine_dupri,Maxxine Dupri,WWE,Raw,Raw,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,Alpha Academy,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,24,74,26,65,77,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
112,76.1,wwe_nxt_lola_vice,Lola Vice,WWE,NXT,NXT,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,24,74,26,65,77,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
113,76.1,wwe_smackdown_fallon_henley,Fallon Henley,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,The Fatal Influence,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,24,74,26,65,77,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
114,76.1,wwe_smackdown_blake_monroe,Blake Monroe,WWE,SmackDown,SmackDown,Womens,Womens,Yes,Active,Midcard,Unknown,RingGeneral,,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,927000,52,25,79,75,77,83,77,73,78,83,76,80,78,84,88,82,76,82,24,74,26,65,77,77,78,16,79,79,85,79,80,76,73,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
115,75.65,wwe_nxt_tank_ledger,Tank Ledger,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Hank and Tank,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,24,69,30,64,78,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
116,75.65,wwe_nxt_hank_walker,Hank Walker,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,Hank and Tank,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,77,78,81,79,75,73,74,81,77,77,76,76,72,80,75,24,69,30,64,78,80,75,26,80,76,74,77,79,71,80,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
117,75.55,wwe_raw_ivar,Ivar,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Tweener,RingGeneral,The War Raiders,,79,79,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,143000,52,25,76,79,77,76,72,73,77,74,79,75,75,80,84,76,74,79,24,69,30,66,78,78,76,12,82,83,80,76,83,69,76,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
118,75.1,wwe_raw_sol_ruca,Sol Ruca,WWE,Raw,Raw,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,75,77,75,76,77,73,73,77,83,76,75,74,77,80,76,20,71,18,65,79,77,71,22,75,86,75,77,76,70,78,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
119,75.1,wwe_nxt_jaida_parker,Jaida Parker,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,355000,52,25,80,75,77,75,76,77,73,73,77,83,76,75,74,77,80,76,20,71,18,65,79,77,71,22,75,86,75,77,76,70,78,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
120,74.85,wwe_raw_erik,Erik,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Tweener,RingGeneral,The War Raiders,,78,78,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,143000,52,25,78,77,77,77,76,79,83,72,79,84,72,75,80,74,78,77,19,77,19,73,61,67,82,16,79,78,77,75,77,66,81,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
121,73.85,aew_aew_m_scara_dorada,Máscara Dorada,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,HighFlyer,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,76,77,74,81,80,81,77,71,81,72,79,82,76,81,78,52,72,26,68,74,73,82,23,69,74,79,77,68,62,78,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
122,73.85,wwe_nxt_noam_dar,Noam Dar,WWE,NXT,NXT,Mens,Mens,Yes,Active,Prospect,Unknown,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,13,73,23,64,62,66,79,12,74,83,73,75,73,66,71,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
123,73.6,wwe_raw_brutus_creed,Brutus Creed,WWE,Raw,Raw,Mens,Mens,Yes,Active,Enhancement,Heel,Powerhouse,American Made,,77,77,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,142000,52,25,77,74,75,72,83,73,75,73,77,76,75,74,78,73,74,76,17,74,19,70,69,70,74,28,75,81,75,74,80,69,76,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
124,73.6,aew_aew_luchasaurus,Luchasaurus,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,HighFlyer,Jurassic Express,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,76,77,74,81,80,81,77,71,81,72,79,82,76,81,78,52,70,34,65,74,73,82,23,69,74,79,77,68,62,78,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
125,73.6,aew_aew_hologram,Hologram,AEW,AEW,AEW,Mens,Mens,Yes,Injured,Prospect,Unknown,HighFlyer,the Conglomeration,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,76,77,74,81,80,81,77,71,81,72,79,82,76,81,78,52,70,34,65,74,73,82,23,69,74,79,77,68,62,78,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
126,73.5,wwe_nxt_izzi_dame,Izzi Dame,WWE,NXT,NXT,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,15,68,30,66,73,75,75,23,75,84,77,74,74,65,77,https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
127,73.5,wwe_raw_ivy_nile,Ivy Nile,WWE,Raw,Raw,Womens,Womens,Yes,Active,Prospect,Unknown,RingGeneral,American Made,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,354000,52,25,78,73,75,76,83,80,78,80,74,77,71,78,79,75,76,76,15,68,30,66,73,75,75,23,75,84,77,74,74,65,77,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
128,73.45,wwe_smackdown_johnny_gargano,Johnny Gargano,WWE,SmackDown,SmackDown,Mens,Mens,Yes,Active,Enhancement,Heel,RingGeneral,DIY,,76,76,Sourced video-game overall used as anchor; component attributes derived for GM simulation,High,141000,52,25,78,74,76,73,83,71,81,73,74,77,76,77,73,76,80,75,21,70,25,66,78,78,75,26,77,80,74,76,71,70,76,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.wwe.com/superstars,https://www.operationsports.com/wwe-2k26-ratings-list/,Roster source captured from current TSDH brand page; ratings anchored to WWE 2K26 when present.
129,73.35,aew_aew_the_butcher,The Butcher,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,Butcher & The Blade,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
130,73.35,aew_aew_the_blade,The Blade,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,Butcher & The Blade,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
131,73.35,aew_aew_paul_wight,Paul Wight,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
132,73.35,aew_aew_nick_comoroto,Nick Comoroto,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
133,73.35,aew_aew_mike_bennett,Mike Bennett,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,The Kingdom,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
134,73.35,aew_aew_michael_nakazawa,Michael Nakazawa,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
135,73.35,aew_aew_matt_sydal,Matt Sydal,AEW,AEW,AEW,Mens,Mens,Yes,Inactive,Prospect,Unknown,RingGeneral,,,,76,"Game-derived estimate from roster tier, title status, current availability, and known public role",Low,308000,52,35,78,74,76,77,81,80,72,81,80,74,72,74,70,77,81,74,43,73,23,64,62,66,79,22,70,83,73,75,69,62,71,https://www.fightful.com/wrestling/updated-all-elite-roster/,https://www.thesmackdownhotel.com/roster/aew/,https://www.thesmackdownhotel.com/aew-fight-forever/roster/,"AEW roster/availability from Fightful, cross-checkable with TSDH. AEW component stats are game-derived estimates because current public per-attribute ratings are not available."
