rank,id,name,status,matched_page,page_url,pageimage,image_url,note
174,wwe-nxt-ek-prosper,EK Prosper,saved,Eli Knight,https://prowrestling.fandom.com/wiki/Eli_Knight,Eli_Knight_WWE_2026.png,https://static.wikia.nocookie.net/prowrestling/images/e/eb/Eli_Knight_WWE_2026.png/revision/latest?cb=20260321153906,Saved square portrait from Pro Wrestling Fandom page image
175,wwe-nxt-elio-lefleur,Elio LeFleur,saved,Aigle Blanc,https://prowrestling.fandom.com/wiki/Aigle_Blanc,Aigle_Blanc.jpg,https://static.wikia.nocookie.net/prowrestling/images/4/4a/Aigle_Blanc.jpg/revision/latest/scale-to-width-down/1109?cb=20230326075844,Saved square portrait from Pro Wrestling Fandom page image
176,wwe-nxt-jackson-drake,Jackson Drake,saved,Jackson Drake,https://prowrestling.fandom.com/wiki/Jackson_Drake,Jackson_Drake_WWE_2026.png,https://static.wikia.nocookie.net/prowrestling/images/6/65/Jackson_Drake_WWE_2026.png/revision/latest?cb=20260321153908,Saved square portrait from Pro Wrestling Fandom page image
177,wwe-nxt-jasper-troy,Jasper Troy,saved,Jasper Troy,https://prowrestling.fandom.com/wiki/Jasper_Troy,Jasper_Troy_2025.png,https://static.wikia.nocookie.net/prowrestling/images/6/6a/Jasper_Troy_2025.png/revision/latest?cb=20250716021631,Saved square portrait from Pro Wrestling Fandom page image
178,wwe-nxt-kale-dixon,Kale Dixon,saved,Kale Dixon,https://prowrestling.fandom.com/wiki/Kale_Dixon,Kale_Dixon_2.png,https://static.wikia.nocookie.net/prowrestling/images/9/9c/Kale_Dixon_2.png/revision/latest?cb=20250604233847,Saved square portrait from Pro Wrestling Fandom page image
179,wwe-nxt-kam-hendrix,Kam Hendrix,saved,Anthony Luke,https://prowrestling.fandom.com/wiki/Anthony_Luke,Anthony_Luke_3.png,https://static.wikia.nocookie.net/prowrestling/images/a/a2/Anthony_Luke_3.png/revision/latest?cb=20250303173843,Saved square portrait from Pro Wrestling Fandom page image
180,wwe-nxt-keanu-carver,Keanu Carver,saved,Keanu Carver,https://prowrestling.fandom.com/wiki/Keanu_Carver,Keanu_Carver_2026.png,https://static.wikia.nocookie.net/prowrestling/images/2/24/Keanu_Carver_2026.png/revision/latest?cb=20260321153911,Saved square portrait from Pro Wrestling Fandom page image
181,wwe-nxt-lexis-king,Lexis King,saved,Brian Pillman Jr.,https://prowrestling.fandom.com/wiki/Brian_Pillman_Jr.,Lexis_King.png,https://static.wikia.nocookie.net/prowrestling/images/4/43/Lexis_King.png/revision/latest?cb=20240301102925,Saved square portrait from Pro Wrestling Fandom page image
182,wwe-nxt-lucien-price,Lucien Price,saved,Lucien Price,https://prowrestling.fandom.com/wiki/Lucien_Price,Lucien_Price.png,https://static.wikia.nocookie.net/prowrestling/images/f/f9/Lucien_Price.png/revision/latest?cb=20230923201508,Saved square portrait from Pro Wrestling Fandom page image
183,wwe-nxt-mason-rook,Mason Rook,saved,Will Kroos,https://prowrestling.fandom.com/wiki/Will_Kroos,Will_Kroos.jpg,https://static.wikia.nocookie.net/prowrestling/images/c/c6/Will_Kroos.jpg/revision/latest?cb=20200825232927,Saved square portrait from Pro Wrestling Fandom page image
184,wwe-nxt-naraku,Naraku,saved,EVIL,https://prowrestling.fandom.com/wiki/EVIL,NARAKU.png,https://static.wikia.nocookie.net/prowrestling/images/a/a5/NARAKU.png/revision/latest?cb=20260518181630,Saved square portrait from Pro Wrestling Fandom page image
185,wwe-nxt-niko-vance,Niko Vance,saved,Niko Vance,https://prowrestling.fandom.com/wiki/Niko_Vance,Niko_Vance_2.png,https://static.wikia.nocookie.net/prowrestling/images/4/4d/Niko_Vance_2.png/revision/latest?cb=20250604232813,Saved square portrait from Pro Wrestling Fandom page image
186,wwe-nxt-osiris-griffin,Osiris Griffin,saved,Osiris Griffin,https://prowrestling.fandom.com/wiki/Osiris_Griffin,Osiris_Griffin_2.png,https://static.wikia.nocookie.net/prowrestling/images/a/a6/Osiris_Griffin_2.png/revision/latest?cb=20250428030825,Saved square portrait from Pro Wrestling Fandom page image
187,wwe-nxt-ricky-smokes,Ricky Smokes,saved,Ricky Smokes,https://prowrestling.fandom.com/wiki/Ricky_Smokes,Ricky_Smokes_2026.png,https://static.wikia.nocookie.net/prowrestling/images/7/73/Ricky_Smokes_2026.png/revision/latest?cb=20260227202123,Saved square portrait from Pro Wrestling Fandom page image
188,wwe-nxt-saquon-shugars,Saquon Shugars,saved,Lucky Ali,https://prowrestling.fandom.com/wiki/Lucky_Ali,Saquon_Shugars_(Darkstate).png,https://static.wikia.nocookie.net/prowrestling/images/a/ad/Saquon_Shugars_%28Darkstate%29.png/revision/latest?cb=20250510154021,Saved square portrait from Pro Wrestling Fandom page image
189,wwe-nxt-sean-legacy,Sean Legacy,saved,Sean Legacy,https://prowrestling.fandom.com/wiki/Sean_Legacy,Sean_Legacy_WWE_Render.png,https://static.wikia.nocookie.net/prowrestling/images/2/2a/Sean_Legacy_WWE_Render.png/revision/latest?cb=20260304214037,Saved square portrait from Pro Wrestling Fandom page image
190,wwe-nxt-shawn-spears,Shawn Spears,saved,Tye Dillinger,https://prowrestling.fandom.com/wiki/Tye_Dillinger,Shawn_Spears_WWE_2026.png,https://static.wikia.nocookie.net/prowrestling/images/0/0b/Shawn_Spears_WWE_2026.png/revision/latest?cb=20260518182112,Saved square portrait from Pro Wrestling Fandom page image
191,wwe-nxt-shiloh-hill,Shiloh Hill,saved,Shiloh Hill,https://prowrestling.fandom.com/wiki/Shiloh_Hill,Shiloh_Hill_2026.png,https://static.wikia.nocookie.net/prowrestling/images/0/0f/Shiloh_Hill_2026.png/revision/latest?cb=20260325012539,Saved square portrait from Pro Wrestling Fandom page image
192,wwe-nxt-tate-wilder,Tate Wilder,saved,Case Hatch,https://prowrestling.fandom.com/wiki/Case_Hatch,Tate_Wilder.png,https://static.wikia.nocookie.net/prowrestling/images/4/43/Tate_Wilder.png/revision/latest?cb=20251013205158,Saved square portrait from Pro Wrestling Fandom page image
193,wwe-nxt-tavion-heights,Tavion Heights,saved,Tavion Heights,https://prowrestling.fandom.com/wiki/Tavion_Heights,Tavion_Heights_2024.png,https://static.wikia.nocookie.net/prowrestling/images/7/7e/Tavion_Heights_2024.png/revision/latest?cb=20240707213641,Saved square portrait from Pro Wrestling Fandom page image
194,wwe-nxt-tristan-angels,Tristan Angels,saved,Nathan Angel,https://prowrestling.fandom.com/wiki/Nathan_Angel,Nathan_Angel.png,https://static.wikia.nocookie.net/prowrestling/images/1/17/Nathan_Angel.png/revision/latest?cb=20251211024550,Saved square portrait from Pro Wrestling Fandom page image
195,wwe-smackdown-rey-fenix,Rey Fenix,saved,Fénix,https://prowrestling.fandom.com/wiki/F%C3%A9nix,FENIX.png,https://static.wikia.nocookie.net/prowrestling/images/f/f9/FENIX.png/revision/latest?cb=20170420222236,Saved square portrait from Pro Wrestling Fandom page image
196,wwe-raw-julius-creed,Julius Creed,saved,Julius Creed,https://prowrestling.fandom.com/wiki/Julius_Creed,Julius_Creed_-_7ac26292cb744eb69900d06927c0389b.png,https://static.wikia.nocookie.net/prowrestling/images/e/e4/Julius_Creed_-_7ac26292cb744eb69900d06927c0389b.png/revision/latest/scale-to-width-down/862?cb=20211208150818,Saved square portrait from Pro Wrestling Fandom page image
197,wwe-smackdown-elton-prince,Elton Prince,saved,Elton Prince,https://prowrestling.fandom.com/wiki/Elton_Prince,Elton_Prince.png,https://static.wikia.nocookie.net/prowrestling/images/d/dd/Elton_Prince.png/revision/latest?cb=20230722122817,Saved square portrait from Pro Wrestling Fandom page image
198,wwe-smackdown-candice-lerae,Candice LeRae,saved,Candice LeRae,https://prowrestling.fandom.com/wiki/Candice_LeRae,Candice_Heel.png,https://static.wikia.nocookie.net/prowrestling/images/4/4b/Candice_Heel.png/revision/latest?cb=20200521015941,Saved square portrait from Pro Wrestling Fandom page image
199,wwe-raw-akira-tozawa,Akira Tozawa,saved,Akira Tozawa,https://prowrestling.fandom.com/wiki/Akira_Tozawa,Akira_Tozawa_(Alpha_Academy).png,https://static.wikia.nocookie.net/prowrestling/images/5/53/Akira_Tozawa_%28Alpha_Academy%29.png/revision/latest?cb=20250512233924,Saved square portrait from Pro Wrestling Fandom page image
200,wwe-smackdown-b-fab,B-Fab,saved,B-FAB,https://prowrestling.fandom.com/wiki/B-FAB,B-FAB_2023.png,https://static.wikia.nocookie.net/prowrestling/images/9/92/B-FAB_2023.png/revision/latest/scale-to-width-down/890?cb=20230412041428,Saved square portrait from Pro Wrestling Fandom page image
